hanzi,pinyin,components,tu_hinh,y_nghia,radical,ghi_chu,,A968
观,,见,"Chữ 觀 là chữ có nghĩa là 'xem' hay 'làm cho thấy'. Chữ 觀 là hình ảnh kết hợp giữa chữ 雚 (quan - cò/diệc) và chữ 見 (kiến - thấy). Chữ 雚 vẽ con chim (隹) với mắt to và lông mày phía trên, có nghĩa là 'cò/diệc'. Chữ 雚 là chữ biểu hiện rõ ràng con cò/diệc với đôi mắt to và lông mày nổi bật. Chữ 觀, kết hợp chữ 見 vào chữ 雚 vẽ con cò/diệc như vậy, có nghĩa là 'xem' rộng rãi như con cò/diệc đậu trên cây. Ngoài ra, chữ 觀 còn có nghĩa là 'ngoại hình' hay 'hình dáng', điều này là do dáng vẻ của con cò/diệc ảnh hưởng đến ý nghĩa.",,,,,
旅,,,"Chữ 旅 là chữ có nghĩa là 'lữ khách' hay 'du lịch'. Chữ 旅 là sự kết hợp của chữ 㫃 (yên - bay phấp phới) và chữ 从 (tòng - theo). Nhìn vào chữ 旅 trong giáp cốt văn, hai người được vẽ dưới lá cờ. Điều này có nghĩa là nhiều người tụ tập lại. Lá cờ tượng trưng cho từng đơn vị quân đội từ xưa đến nay. Việc nhiều người được vẽ dưới lá cờ tượng trưng cho đơn vị quân đội có nghĩa là quân lính tụ tập lại. Trong thời cổ đại, 500 quân lính được chia thành 'một lữ (一旅)' để phân loại đơn vị quân đội. Tức là, lữ (旅) thực chất là đơn vị biên chế của quân đội. Chữ 旅 sau này phái sinh nghĩa 'sống ở nơi đất khách quê người', bởi vì quân lính phải rời xa nhà đi sống ở nơi đất khách quê người trong thời gian dài để chiến tranh. Do đó, chữ 旅 hiện nay được dùng với nghĩa là 'du lịch' hay 'lữ khách'.",,,,,
盒,,,Được tạo thành từ bộ mãnh (皿 ☞ bát đĩa) biểu thị ý nghĩa và chữ Hợp (合) biểu thị âm đọc (hap).,,,,,
替,,,"Chữ 替 là chữ có nghĩa là 'thay đổi' hay 'suy tàn'. Chữ 替 là hình ảnh kết hợp giữa hai chữ 夫 (phù - đàn ông) và chữ 曰 (viết - nói). Tuy nhiên, trong kim văn, thay vì chữ 夫, chữ 欠 (khiếm - ngáp) được dùng. Chữ 欠 vẽ cảnh há miệng ngáp lớn. Trong kim văn, chữ 替 sử dụng chữ 欠 vẽ cảnh ngáp như vậy để biểu hiện nghĩa 'mệt mỏi' hay 'chậm chạp'. Nhưng sau này, nghĩa vì quá mệt mỏi đã kiệt sức nên thay thế đối tượng được phái sinh, và nó có nghĩa là 'thay đổi' hay 'thay thế'. Chữ cũng thay đổi từ chữ 欠 sang chữ 夫, khiến khó hiểu ý định ban đầu.",,,,,
浇,,,"Âm đọc gốc của 「요」 là 「giao」. Được tạo thành từ bộ tam thủy (氵(=水, 氺) ☞ nước) biểu thị ý nghĩa và chữ Nghiêu (堯) biểu thị âm đọc (yo) hợp lại.",,,,,
飞,,,"Chữ 飛 là chữ có nghĩa là 'bay' hay 'bay lên'. Chữ 飛 vẽ cánh và thân chim cùng nhau. Chữ 飛 là chữ được tạo ra mới sau khi chữ 非 (phi - không), ban đầu có nghĩa là 'bay', được giả tá (mượn nghĩa) cho nghĩa là 'không phải'. Chữ 飛 khác với chữ 非 chỉ vẽ cánh chim ở chỗ nó còn biểu hiện cả thân chim.",,,,,
帮,,,"Sự kết hợp của Bạch (白) và bộ cân (巾 ☞ vải, khăn) biểu thị ý nghĩa và chữ Phong (封 → Bang) biểu thị âm đọc (bong → bang).",,,,,
忙,,,"Chữ 忙 là chữ có nghĩa là 'bận rộn' hay 'bận bịu'. Chữ 忙 là hình ảnh kết hợp giữa chữ 心 (tâm - tim) và chữ 亡 (vong - mất/chết). Chữ 亡 vẽ lưỡi dao bị gãy, có nghĩa là 'hỏng', 'mất', 'biến mất'. Nếu chỉ xét sự kết hợp các bộ phận, chữ 忙 cũng giống với chữ 忘 (vong - quên). Do đó, cả hai chữ đều được giải thích là 'mất (亡) trái tim (心)'. Tuy nhiên, chữ 忘 được dùng với nghĩa là 'quên' từ ý nghĩa làm cho trái tim biến mất, còn chữ 忙 được phân biệt là 'mất đi sự thư thái trong lòng' vì quá bận rộn. Khi con người sống quá bận rộn, ngay cả sự thư thái trong lòng cũng mất đi, chữ 忙 có nghĩa là bận rộn đến mức đó.",,,,,
花,huā,艹、化,"Chữ 花 là chữ có nghĩa là 'hoa'. Chữ 花 là hình ảnh kết hợp giữa chữ 艹 (thảo - cỏ) và chữ 化 (hóa - biến đổi). Chữ 化 có nghĩa là 'biến đổi', nhưng ở đây chỉ đóng vai trò phát âm. Ban đầu trong tiểu triện, chữ 芲 (hoa - hoa) vẽ hình ảnh rễ cắm xuống đất và hoa nở được dùng với nghĩa là 'hoa'. Tuy nhiên, chữ 花 hiện nay được dùng để chỉ chung tất cả các loại 'hoa'.",【花光】,,,,
海,,,"Chữ 海 là chữ có nghĩa là 'biển' hay 'nước biển', 'lớn', 'rộng rãi'. Chữ 海 là hình ảnh kết hợp giữa chữ 水 (thủy - nước) và chữ 每 (mỗi - mỗi lần). Chữ 每 vẽ hình ảnh người mẹ buộc tóc gọn gàng bằng cái trâm. Trong xã hội mẫu hệ cổ đại, người ta thường ví đất đai hay biển cả với 'người phụ nữ'. Chữ 海 là chữ phản ánh nhận thức đó, được tạo ra với nghĩa là 'nước của mẹ'. Quốc gia sơ khai của Trung Quốc là nhà Thương (商) nằm sâu trong nội địa, nên chữ 海 không xuất hiện trong giáp cốt văn. Chữ 海 lần đầu xuất hiện là từ sau kim văn và gần giống với hình dáng hiện nay.",,,,,
火,,,"Chữ 火 là chữ có nghĩa là 'lửa'. Chữ 火 vẽ hình ngọn lửa đang bốc lên, khi kết hợp với các chữ khác, nó truyền đạt ý nghĩa liên quan đến 'nhiệt' hay 'tính chất của lửa'. Khi chữ 火 được dùng làm bộ thủ, hình dáng của nó thay đổi tùy thuộc vào vị trí. Nếu nằm ở phía dưới chữ Hán, lúc này nó được biểu hiện bằng bốn chấm (灬). Tuy nhiên, ngay cả khi dùng 灬, nó không nhất thiết phải biểu thị nghĩa liên quan đến 'lửa'. Bởi vì trong một số chữ Hán như 爲 (vi - làm) và 烏 (ô - quạ), nó chỉ đơn thuần biểu thị một phần của vật mà không liên quan đến 'lửa'.",,,,,
珍,,,"Chữ 珍 là chữ có nghĩa là 'bảo bối' hay 'báu vật'. Chữ 珍 là hình ảnh kết hợp giữa chữ 玉 (ngọc - ngọc) và chữ 㐱 (chẩn - tóc dày và đen bóng). Chữ 㐱 là chữ biểu hiện tóc dày và bóng mượt. Do đó, chữ 珍 được giải thích có nghĩa là 'báu vật' lấp lánh và bóng bẩy. Chữ 珍 ban đầu được tạo ra với nghĩa là báu vật, nhưng cũng được ví món ăn ngon với báu vật.",,,,,
妮,,,Được tạo thành từ bộ nữ (女 ☞ phụ nữ) biểu thị ý nghĩa và chữ Ni (尼) biểu thị âm đọc (ni).,,,,,
题,,,"Chữ 題 là chữ có nghĩa là 'tiêu đề' hay 'lời mở đầu', 'trán'. Chữ 題 là hình ảnh kết hợp giữa chữ 是 (thị - đúng) và chữ 頁 (hiệt - đầu). Chữ 是 có nghĩa là 'đúng'. Chữ 題, kết hợp chữ 頁 vào chữ 是 có nghĩa 'đúng' hay 'ngay thẳng' như vậy, được tạo ra với nghĩa là 'khuôn mặt ngay thẳng'. Nghĩa 'khuôn mặt ngay thẳng' ở đây là 'trán' nằm ở phía trước khuôn mặt. Tuy nhiên, chữ 題 hiện nay chủ yếu được dùng với nghĩa là phần mở đầu của bài viết như 'tiêu đề' hay 'lời mở đầu'. Bởi vì trán là phần bắt đầu của khuôn mặt, giống như tiêu đề hay lời mở đầu là phần bắt đầu của bài viết.",,,,,
翻,,,"Chữ 飜 là chữ có nghĩa là 'phiên dịch' hay 'lật ngược'. Chữ 飜 là hình ảnh kết hợp giữa chữ 番 (phiên - lần lượt) và chữ 飛 (phi - bay). Chữ 番 vẽ dấu chân con thú, nhưng ở đây chỉ đóng vai trò phát âm. Chữ 飜 ban đầu là chữ được tạo ra để chỉ việc chim lật mình. Chim lật mình để đổi hướng khi bay trên trời, chữ 飜 có nghĩa đó. Tuy nhiên, sau này nó có nghĩa là 'phiên dịch' vì ví như chim lật mình, ngôn ngữ nước ngoài được đổi sang tiếng mẹ đẻ. Lưu ý, đôi khi chữ 飜 được dùng chữ 翻 (phiên - bay) có chữ 羽 (vũ - cánh) thay vì chữ 飛, cả hai đều có cùng nghĩa.",,,,,
译,,,"Chữ 譯 là chữ có nghĩa là 'phiên dịch' hay 'thông dịch'. Chữ 譯 là hình ảnh kết hợp giữa chữ 言 (ngôn - lời nói) và chữ 睪 (dịch - nhìn trộm). Chữ 睪 vẽ cảnh canh gác tù nhân, nhưng ở đây chỉ đóng vai trò phát âm. Cho đến thời cận đại, việc thông dịch và phiên dịch ngôn ngữ giữa các quốc gia do quan lại nhà nước đảm nhiệm. Nhà nước giao cho họ nhiệm vụ tiếp đón sứ thần hoặc thông/phiên dịch, gọi là dịch quan (譯官). Do đó, chữ 譯 hiện nay vẫn được dùng để chỉ việc thông dịch hay phiên dịch.",,,,,
当,,,"Chữ 當 là chữ có nghĩa là 'đáng lẽ', 'cân bằng', 'đảm nhận'. Chữ 當 là hình ảnh kết hợp giữa chữ 尙 (thượng - vẫn còn/hướng lên) và chữ 田 (điền - ruộng). Chữ 尙 vẽ hình ảnh thứ gì đó đang lên trên mái nhà. Chữ 當 ban đầu được cho là chữ được tạo ra với nghĩa là 'ruộng và ruộng là ngang bằng'. Trong Thuyết Văn Giải Tự (說文解字) của học giả Hứa Thận (許愼) thời Hậu Hán (後漢), chữ 尙 được dùng trong chữ 當 chỉ là yếu tố phát âm 'thượng → đương', còn chữ 田 được giải thích là ruộng và ruộng là 'ngang bằng' với nhau. Mặc dù thoạt nghe khó hiểu, nhưng khi nhìn thấy chữ 當 có 19 nghĩa khác nhau, có vẻ như ban đầu nó được tạo ra với nghĩa là 'cân bằng' hay 'ngang bằng', sau đó nhiều nghĩa khác được thêm vào.",,,,,
羽,,,"Chữ 羽 là chữ có nghĩa là 'lông vũ' hay 'cánh', 'loài chim'. Nhìn vào chữ 羽 trong giáp cốt văn, hai chiếc lông vũ được vẽ. Đây là vẽ phần trục lông và phiến lông của chim cùng nhau. Chữ 羽 vẽ lông vũ của chim như vậy, biểu hiện nghĩa 'cánh' hay 'chim', 'bay'. Chữ 羽 cũng có nghĩa là 'giúp đỡ' với ý nghĩa lông vũ giúp chim bay lượn trên trời. Do đó, khi chữ 羽 kết hợp với các chữ khác, nó truyền đạt ý nghĩa 'lông vũ' hay 'bay', 'giúp đỡ'.",,,,,
绒,,,Được tạo thành từ bộ mịch (糸 ☞ cuộn chỉ) biểu thị ý nghĩa và chữ Nhung (戎) biểu thị âm đọc (yung).,,,,,
瘦,,,"Được tạo thành từ bộ bệnh tật (疒(𤕫) ☞ bệnh, hình dáng nằm trên giường bệnh) biểu thị ý nghĩa và chữ Sưu (叟) biểu thị âm đọc (su).",,,,,
叟,,,"Sự kết hợp của Thần (𦥔 → tia chớp) và Hữu (又 → tay). Có nghĩa là 「người trông coi lửa trong nhà」, biểu thị 「người già」.",,,,,
可,,,"Chữ 可 là chữ có nghĩa là 'đúng' hay 'cho phép'. Chữ 可 là hình ảnh kết hợp giữa cái cuốc và chữ 口 (khẩu - miệng). Chữ 可 ban đầu là chữ được dùng với nghĩa là ngân nga khi làm nông. Công việc nông nghiệp phụ thuộc hoàn toàn vào sức lao động rất vất vả. Bài hát ngân nga để vượt qua khó khăn đó chính là bài hát đồng dao (농요). Do đó, chữ 可 được dùng với nghĩa là 'hát hò' từ ý nghĩa vừa cuốc đất vừa ngân nga. Tuy nhiên, sau này chữ 可 được giả tá (mượn nghĩa) cho nghĩa là 'đúng' hay 'cho phép', nên hiện nay chữ 歌 (ca - hát) được kết hợp với chữ 欠 (khiếm - ngáp) vẽ dáng há miệng để thay thế nghĩa gốc.",,,,,
以,,,"Chữ 以 là chữ được dùng với nghĩa là '~bằng', '~theo', v.v. Mặc dù chữ 人 (nhân - người) được chỉ định làm bộ thủ của chữ 以, nhưng nó không liên quan gì đến người. Nhìn vào chữ 以 trong giáp cốt văn, hình dáng giống như cái thìa được vẽ. Người ta suy đoán đây là dụng cụ cày ruộng hoặc dây rốn, nhưng vẫn chưa có giải thích rõ ràng. Tuy nhiên, bất kể nguồn gốc của thứ được vẽ là gì, nó chỉ được dùng với nghĩa là '~bằng', '~theo', '~từ'.",,,,,
种,,,"Chữ 種 là chữ có nghĩa là 'hạt', 'hạt giống', 'loại'. Chữ 種 là hình ảnh kết hợp giữa chữ 禾 (hòa - lúa) và chữ 重 (trọng - nặng). Chữ 重 vẽ người đeo gói đồ nặng trên lưng, có nghĩa là 'nặng'. Chữ 種, được thêm chữ 禾 vào chữ 重 vẽ người đeo gói đồ nặng như vậy, biểu hiện nghĩa vác lúa giống trên lưng. Hạt giống cây trồng rất đa dạng. Do đó, chữ 種 cũng được dùng với nghĩa là 'loại' ví như sự đa dạng của hạt giống.",,,,,
适,,,Được tạo thành từ bộ sước (辶(=辵) ☞ đi chậm rãi) biểu thị ý nghĩa và chữ Thiệt (舌 → Quát) biểu thị âm đọc (seol → gwal) hợp lại.,,,,,
肥,,,"Chữ 肥 là chữ có nghĩa là 'béo' hay 'màu mỡ'. Chữ 肥 là hình ảnh kết hợp giữa chữ ⺼ (nhục nguyệt - thịt) và chữ 巴 (ba - đuôi). Chữ 巴 có nghĩa là 'đuôi', nhưng ban đầu là vẽ hình ảnh bàn tay vươn về phía trước. Chữ 肥, kết hợp chữ ⺼ có nghĩa thịt vào đó, trông giống như dùng tay kéo miếng thịt về phía trước. Chữ 肥 biểu hiện cảnh thèm ăn như vậy, nên có nghĩa là 'béo'.",,,,,
打,,,"Chữ 打 là chữ có nghĩa là 'đánh' hay 'đấm'. Chữ 打 là hình ảnh kết hợp giữa chữ 手 (thủ - tay) và chữ 丁 (đinh - cái đinh). Chữ 丁 vẽ cái 'đinh' dùng để đóng vào gỗ. Vì vậy, chữ 打 trông giống như hình ảnh dùng tay đóng đinh. Tuy nhiên, ngoài nghĩa đơn thuần là 'đánh', chữ 打 đôi khi còn được dùng làm tiền tố chỉ hành động nào đó.",,,,,
折,,,"Chữ 折 là chữ có nghĩa là 'bẻ gãy' hay 'chặt'. Chữ 折 là hình ảnh kết hợp giữa chữ 手 (thủ - tay) và chữ 斤 (cân - rìu). Mặc dù chữ 手 được chỉ định làm bộ thủ của chữ 折, nhưng nó không liên quan gì đến tay. Bởi vì, nhìn vào chữ 折 trong giáp cốt văn, hình ảnh dùng rìu chặt cây làm đôi được vẽ. Chữ 折 được vẽ hình ảnh cây bị chặt đôi như vậy, biểu hiện nghĩa 'bẻ gãy' hay 'gãy'. Tuy nhiên, trong tiểu triện, cây bị chặt thay đổi thành chữ 手, khiến khó suy ra nghĩa gốc.",,,,,
浅,,,"Chữ 淺 là chữ có nghĩa là 'nông' hay 'mỏng', 'thiếu'. Chữ 淺 là hình ảnh kết hợp giữa chữ 水 (thủy - nước) và chữ 戔 (tiễn - hại). Chữ 戔 là hình ảnh hai ngọn mâu (戈 - mâu) xếp chồng lên nhau, nhưng ở đây chỉ đóng vai trò phát âm 'tiễn → thiển'. Chữ 淺 ban đầu là chữ được tạo ra để chỉ độ sâu của nước nông. Tuy nhiên, hiện nay nó thường được dùng với nghĩa là sự 'nông' về kỹ năng hoặc kiến thức, như 'chưa trưởng thành' hay 'thiếu sót'.",,,,,
短,,,"Chữ 短 là chữ có nghĩa là 'ngắn' hay 'gần'. Chữ 短 là hình ảnh kết hợp giữa chữ 矢 (thỉ - mũi tên) và chữ 豆 (đậu - đậu/đồ tế). Chữ 短 là chữ bắt nguồn từ trò chơi ném mũi tên gọi là '투호' (투호). 투호 là trò chơi bắt đầu từ thời nhà Hán (漢), ném mũi tên bằng tay vào cái ống, nên chữ 豆 được dùng trong chữ 短 nên được giải thích là biểu hiện cái ống 투호. Việc ném mũi tên trong trò 투호 có tầm bắn ngắn hơn bắn bằng cung, nên chữ 短 có nghĩa là 'ngắn' hay 'gần'.",,,,,
然,,,"Chữ 然 là chữ có nghĩa là 'như vậy' hay 'không sai'. Chữ 然 là hình ảnh kết hợp giữa chữ 犬 (khuyển - chó), chữ 肉 (nhục - thịt), chữ 火 (hỏa - lửa). Nếu chỉ xét sự kết hợp các bộ phận, đây là hình ảnh đang nướng thịt chó trên lửa. Nghĩa gốc của chữ 然 là 'cháy đen'. Chó được ăn bằng cách không lột da mà nướng trực tiếp trên lửa. Lúc đó da sẽ cháy đen, nên chữ 然 được dùng với nghĩa là 'cháy đen'. Tuy nhiên, sau này nó được giả tá (mượn nghĩa) cho nghĩa là 'như vậy', nên hiện nay chữ 燃 (nhiên - cháy sém) được thêm chữ 火 vào để thay thế nghĩa 'cháy sém'.",,,,,
深,,,"Chữ 深 là chữ có nghĩa là 'sâu' hay 'trở nên sâu hơn', 'nghiêm trọng'. Chữ 深 là hình ảnh kết hợp giữa chữ 水 (thủy - nước) và chữ 罙 (thâm - dần dần). Chữ 罙 vẽ cảnh cầm đuốc đi vào hang động, có nghĩa là 'dần dần'. Chữ 深, được thêm chữ 水 vào chữ 罙 vẽ cảnh đi vào nơi sâu như vậy, có nghĩa là 'nước sâu'. Thực ra chữ 深 là chữ có nhiều biến đổi. Trong giáp cốt văn, nó được vẽ hình ảnh dùng tay sờ soạng trong hang động để biểu hiện nghĩa 'sâu', nhưng trong kim văn, nó đổi thành hình ảnh cầm đuốc. Trong tiểu triện, chữ 水 được thêm vào để biểu hiện '(nước) sâu'. Trong khải thư, ngọn đuốc đổi thành chữ 木 (mộc - gỗ), tạo thành hình dáng hiện nay. Lưu ý, chữ 探 (thám - tìm kiếm) là chữ phái sinh cùng với chữ 深 trong tiểu triện.",,,,,
